央视频道,#genre#
CCTV-1综合,http://106.115.26.98:9999/tsfile/live/1000_1.m3u8
CCTV-1综合,http://106.115.27.203:9999/tsfile/live/1000_1.m3u8
CCTV-1综合,http://106.115.25.221:9999/tsfile/live/1000_1.m3u8
CCTV-1综合,http://106.115.25.165:9999/tsfile/live/1000_1.m3u8
CCTV-1综合,http://106.115.25.33:9999/tsfile/live/1000_1.m3u8
CCTV-1综合,http://120.87.97.246:8114/GD_CUCC/G_CCTV-1-CQ.m3u8?Authinfo=56fbZo0WT6rfM%2FXuA%2B6zBVJJZNDYjNTYW0xrj2atp5krmovGfhet3wgtKVBhIbxM&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.19&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4219&gAppVersionName=4.2.19&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1714141158688&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=0&gCityCode=DEFAULT&verType=0&Fsv_Tgid=515e96acf29ccb8a&FvSeid=88fe5578aee15bbe&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=4298&Fsv_chan_hls_se_idx=60&Fsv_TBt=8468056&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_CCTV-1-CQ&Fsv_CMSID=GD_CUCC
CCTV-1综合,http://120.87.97.245:8114/GD_CUCC/G_CCTV-1-HQ.m3u8?Authinfo=c3gtWzP4ZEqhfA8KQQ31%2BUzupjo7%2BUJgdhB4Nvw9Ku71fWHq9kVOePd%2BhIoyLKDb&p=GITV&area=GD_CUCC&partnerCode=GD_CUCC&token=0C760427464F16BC52147D30B20FE4AFCF076375187B56B35E8BDB02A2F6902DE9292062EA71D873A44BBEEB2412BDB1EC6FB05780A8EA269429663960F75A0E38AD629F8C7EE56B792DC687DBB007AA5A7E6BA759697151C58F0015A49D684681688F54CF181FEA9885C669F98E6157C28D65F01F79AD703ABEC36AB5501CEAAAA270038E8B9D34B33962FE84B6D2A996DBE32DF2BA88F913DE2ED98DD12A30&version=0.0.0.0&apkVersion=4.2.19&mac=fc:57:03:56:49:16&multicast=0&platform=LIVE&gAreaId=CHN&gAppChannel=DEFAULT&gSoftTermId=TERMINAL&gManufacturer=Hisense&gModel=IP108H&gMac=fc:57:03:56:49:16&gStbId=00000444000710800001FC5703564916&gOsType=android&gOsVersion=4.4.2&gApiLevel=19&gAppVersionCode=4219&gAppVersionName=4.2.19&gDowngrade=EMERGENCY&gProductLineCode=LIVOD&gRomVersion=3.17.2.4602&gTimestamp=1712370404326&gRequests=1&gThirdPartyCDN=0&gGroupCode=&gUserId=002040101532912&isIty=0&gCityCode=DEFAULT&verType=0&Fsv_Tgid=51288c5e40a19340&FvSeid=a9fd557842ccbd93&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=1025&Fsv_chan_hls_se_idx=12&Fsv_TBt=3319536&Fsv_ShiftEnable=1&Fsv_ShiftTsp=120&Fsv_SV_PARAM1=0&Fsv_otype=0&Provider_id=GD_CUCC&Pcontent_id=G_CCTV-1-HQ&Fsv_CMSID=GD_CUCC
CCTV-1综合,https://node1.olelive.com:6443/live/CCTV1HD/hls.m3u8
CCTV-1综合,http://113.128.226.58:8888/newlive/live/hls/2/live.m3u8
CCTV-1综合,http://www.furymax.top:85/rtp/239.254.96.96:8550
CCTV-1综合,http://49.87.154.246:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-1综合,http://171.116.58.215:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-2财经,http://106.115.26.98:9999/tsfile/live/1001_1.m3u8
CCTV-2财经,http://106.115.27.203:9999/tsfile/live/1001_1.m3u8
CCTV-2财经,http://106.115.25.221:9999/tsfile/live/1001_1.m3u8
CCTV-2财经,http://106.115.25.165:9999/tsfile/live/1001_1.m3u8
CCTV-2财经,http://106.115.25.33:9999/tsfile/live/1001_1.m3u8
